,count
2008-01-21 16:30:00,890
2008-01-21 18:30:00,893
2008-01-21 20:30:00,886
2008-01-21 22:30:00,878
2008-01-22 00:30:00,869
2008-01-22 02:30:00,869
2008-01-22 04:30:00,883
2008-01-22 06:30:00,886
2008-01-22 08:30:00,890
2008-01-22 10:30:00,896
2008-01-22 12:30:00,902
2008-01-22 14:30:00,905
2008-01-22 16:30:00,903
2008-01-22 18:30:00,902
2008-01-22 20:30:00,881
2008-01-22 22:30:00,869
2008-01-23 00:30:00,879
2008-01-23 02:30:00,869
2008-01-23 04:30:00,872
2008-01-23 06:30:00,874
2008-01-23 08:30:00,886
2008-01-23 10:30:00,898
2008-01-23 12:30:00,892
2008-01-23 14:30:00,901
2008-01-23 16:30:00,896
2008-01-23 18:30:00,888
2008-01-23 20:30:00,894
2008-01-23 22:30:00,889
2008-01-24 00:30:00,883
2008-01-24 02:30:00,876
2008-01-24 04:30:00,881
2008-01-24 06:30:00,884
2008-01-24 08:30:00,883
2008-01-24 10:30:00,891
2008-01-24 12:30:00,890
2008-01-24 14:30:00,902
2008-01-24 16:30:00,897
2008-01-24 18:30:00,900
2008-01-24 20:30:00,906
2008-01-24 22:30:00,910
2008-01-25 00:30:00,905
2008-01-25 02:30:00,897
2008-01-25 04:30:00,890
2008-01-25 06:30:00,888
2008-01-25 08:30:00,883
2008-01-25 10:30:00,892
2008-01-25 12:30:00,903
2008-01-25 14:30:00,905
2008-01-25 16:30:00,906
2008-01-25 18:30:00,896
2008-01-25 20:30:00,889
2008-01-25 22:30:00,899
2008-01-26 00:30:00,893
2008-01-26 02:30:00,882
2008-01-26 04:30:00,867
2008-01-26 06:30:00,865
2008-01-26 08:30:00,865
2008-01-26 10:30:00,879
2008-01-26 12:30:00,889
2008-01-26 14:30:00,872
2008-01-26 16:30:00,877
2008-01-26 18:30:00,892
2008-01-26 20:30:00,901
2008-01-26 22:30:00,908
2008-01-27 00:30:00,921
2008-01-27 02:30:00,903
2008-01-27 04:30:00,885
2008-01-27 06:30:00,884
2008-01-27 08:30:00,883
2008-01-27 10:30:00,896
2008-01-27 12:30:00,915
2008-01-27 14:30:00,905
2008-01-27 16:30:00,915
2008-01-27 18:30:00,909
2008-01-27 20:30:00,909
2008-01-27 22:30:00,903
2008-01-28 00:30:00,899
2008-01-28 02:30:00,893
2008-01-28 04:30:00,888
2008-01-28 06:30:00,902
2008-01-28 08:30:00,902
2008-01-28 10:30:00,903
2008-01-28 12:30:00,905
2008-01-28 14:30:00,901
2008-01-28 16:30:00,886
2008-01-28 18:30:00,884
2008-01-28 20:30:00,887
2008-01-28 22:30:00,883
2008-01-29 00:30:00,883
2008-01-29 02:30:00,873
2008-01-29 04:30:00,868
2008-01-29 06:30:00,859
2008-01-29 08:30:00,856
2008-01-29 10:30:00,860
2008-01-29 12:30:00,868
2008-01-29 14:30:00,868
2008-01-29 16:30:00,875
2008-01-29 18:30:00,863
2008-01-29 20:30:00,868
2008-01-29 22:30:00,874
2008-01-30 00:30:00,875
2008-01-30 02:30:00,866
2008-01-30 04:30:00,859
2008-01-30 06:30:00,852
2008-01-30 08:30:00,850
2008-01-30 10:30:00,843
2008-01-30 12:30:00,851
2008-01-30 14:30:00,852
2008-01-30 16:30:00,864
2008-01-30 18:30:00,857
2008-01-30 20:30:00,866
2008-01-30 22:30:00,853
2008-01-31 00:30:00,846
2008-01-31 02:30:00,850
2008-01-31 04:30:00,850
2008-01-31 06:30:00,855
2008-01-31 08:30:00,857
2008-01-31 10:30:00,860
2008-01-31 12:30:00,872
2008-01-31 14:30:00,866
2008-01-31 16:30:00,861
2008-01-31 18:30:00,853
2008-01-31 20:30:00,848
2008-01-31 22:30:00,844
2008-02-01 00:30:00,850
2008-02-01 02:30:00,852
2008-02-01 04:30:00,862
2008-02-01 06:30:00,882
2008-02-01 08:30:00,887
2008-02-01 10:30:00,898
2008-02-01 12:30:00,904
2008-02-01 14:30:00,893
2008-02-01 16:30:00,880
2008-02-01 18:30:00,873
2008-02-01 20:30:00,873
2008-02-01 22:30:00,869
2008-02-02 00:30:00,857
2008-02-02 02:30:00,854
2008-02-02 04:30:00,853
2008-02-02 06:30:00,854
2008-02-02 08:30:00,860
2008-02-02 10:30:00,860
2008-02-02 12:30:00,859
2008-02-02 14:30:00,844
2008-02-02 16:30:00,839
2008-02-02 18:30:00,849
2008-02-02 20:30:00,843
2008-02-02 22:30:00,848
2008-02-03 00:30:00,840
2008-02-03 02:30:00,847
2008-02-03 04:30:00,852
2008-02-03 06:30:00,852
2008-02-03 08:30:00,862
2008-02-03 10:30:00,874
2008-02-03 12:30:00,868
2008-02-03 14:30:00,861
2008-02-03 16:30:00,853
2008-02-03 18:30:00,848
2008-02-03 20:30:00,850
2008-02-03 22:30:00,843
2008-02-04 00:30:00,844
2008-02-04 02:30:00,834
2008-02-04 04:30:00,840
2008-02-04 06:30:00,846
2008-02-04 08:30:00,849
2008-02-04 10:30:00,855
2008-02-04 12:30:00,850
2008-02-04 14:30:00,840
2008-02-04 16:30:00,841
2008-02-04 18:30:00,837
2008-02-04 20:30:00,840
2008-02-04 22:30:00,836
2008-02-05 00:30:00,829
2008-02-05 02:30:00,825
2008-02-05 04:30:00,827
2008-02-05 06:30:00,834
2008-02-05 08:30:00,842
2008-02-05 10:30:00,858
2008-02-05 12:30:00,848
2008-02-05 14:30:00,848
2008-02-05 16:30:00,854
2008-02-05 18:30:00,873
2008-02-05 20:30:00,885
2008-02-05 22:30:00,883
2008-02-06 00:30:00,864
2008-02-06 02:30:00,847
2008-02-06 04:30:00,846
2008-02-06 06:30:00,860
2008-02-06 08:30:00,870
2008-02-06 10:30:00,887
2008-02-06 12:30:00,901
2008-02-06 14:30:00,906
2008-02-06 16:30:00,893
2008-02-06 18:30:00,877
2008-02-06 20:30:00,867
2008-02-06 22:30:00,852
2008-02-07 00:30:00,851
2008-02-07 02:30:00,841
2008-02-07 04:30:00,835
2008-02-07 06:30:00,834
2008-02-07 08:30:00,847
2008-02-07 10:30:00,860
2008-02-07 12:30:00,854
2008-02-07 14:30:00,868
2008-02-07 16:30:00,875
2008-02-07 18:30:00,868
2008-02-07 20:30:00,862
2008-02-07 22:30:00,849
2008-02-08 00:30:00,848
2008-02-08 02:30:00,842
2008-02-08 04:30:00,838
2008-02-08 06:30:00,834
2008-02-08 08:30:00,846
2008-02-08 10:30:00,854
2008-02-08 12:30:00,850
2008-02-08 14:30:00,846
2008-02-08 16:30:00,849
2008-02-08 18:30:00,854
2008-02-08 20:30:00,839
2008-02-08 22:30:00,833
2008-02-09 00:30:00,829
2008-02-09 02:30:00,830
2008-02-09 04:30:00,826
2008-02-09 06:30:00,825
2008-02-09 08:30:00,821
2008-02-09 10:30:00,832
2008-02-09 12:30:00,844
2008-02-09 14:30:00,837
2008-02-09 16:30:00,829
2008-02-09 18:30:00,831
2008-02-09 20:30:00,829
2008-02-09 22:30:00,834
2008-02-10 00:30:00,826
2008-02-10 02:30:00,823
2008-02-10 04:30:00,821
2008-02-10 06:30:00,835
2008-02-10 08:30:00,830
2008-02-10 10:30:00,819
2008-02-10 12:30:00,837
2008-02-10 14:30:00,831
2008-02-10 16:30:00,833
2008-02-10 18:30:00,837
2008-02-10 20:30:00,829
2008-02-10 22:30:00,824
2008-02-11 00:30:00,828
2008-02-11 02:30:00,824
2008-02-11 04:30:00,818
2008-02-11 06:30:00,819
2008-02-11 08:30:00,819
2008-02-11 10:30:00,826
2008-02-11 12:30:00,837
2008-02-11 14:30:00,828
2008-02-11 16:30:00,825
2008-02-11 18:30:00,810
2008-02-11 20:30:00,812
2008-02-11 22:30:00,814
2008-02-12 00:30:00,816
2008-02-12 02:30:00,807
2008-02-12 04:30:00,795
2008-02-12 06:30:00,790
2008-02-12 08:30:00,793
2008-02-12 10:30:00,788
2008-02-12 12:30:00,807
2008-02-12 14:30:00,801
2008-02-12 16:30:00,799
2008-02-12 18:30:00,811
2008-02-12 20:30:00,815
2008-02-12 22:30:00,804
2008-02-13 00:30:00,788
2008-02-13 02:30:00,802
2008-02-13 04:30:00,813
2008-02-13 06:30:00,819
2008-02-13 08:30:00,810
2008-02-13 10:30:00,803
2008-02-13 12:30:00,802
2008-02-13 14:30:00,808
2008-02-13 16:30:00,795
2008-02-13 18:30:00,788
2008-02-13 20:30:00,794
2008-02-13 22:30:00,790
2008-02-14 00:30:00,787
2008-02-14 02:30:00,801
2008-02-14 04:30:00,799
2008-02-14 06:30:00,789
2008-02-14 08:30:00,790
2008-02-14 10:30:00,774
2008-02-14 12:30:00,772
2008-02-14 14:30:00,771
2008-02-14 16:30:00,783
2008-02-14 18:30:00,778
2008-02-14 20:30:00,780
2008-02-14 22:30:00,785
2008-02-15 00:30:00,791
2008-02-15 02:30:00,797
2008-02-15 04:30:00,809
2008-02-15 06:30:00,820
2008-02-15 08:30:00,817
2008-02-15 10:30:00,798
2008-02-15 12:30:00,797
2008-02-15 14:30:00,795
2008-02-15 16:30:00,811
2008-02-15 18:30:00,820
2008-02-15 20:30:00,821
2008-02-15 22:30:00,813
2008-02-16 00:30:00,801
2008-02-16 02:30:00,798
2008-02-16 04:30:00,795
2008-02-16 06:30:00,806
2008-02-16 08:30:00,818
2008-02-16 10:30:00,832
2008-02-16 12:30:00,825
2008-02-16 14:30:00,814
2008-02-16 16:30:00,813
2008-02-16 18:30:00,806
2008-02-16 20:30:00,812
2008-02-16 22:30:00,810
2008-02-17 00:30:00,803
2008-02-17 02:30:00,799
2008-02-17 04:30:00,812
2008-02-17 06:30:00,834
2008-02-17 08:30:00,834
2008-02-17 10:30:00,829
2008-02-17 12:30:00,840
2008-02-17 14:30:00,824
2008-02-17 16:30:00,811
2008-02-17 18:30:00,814
2008-02-17 20:30:00,811
2008-02-17 22:30:00,799
2008-02-18 00:30:00,786
2008-02-18 02:30:00,797
2008-02-18 04:30:00,792
2008-02-18 06:30:00,815
2008-02-18 08:30:00,828
2008-02-18 10:30:00,827
2008-02-18 12:30:00,820
2008-02-18 14:30:00,813
2008-02-18 16:30:00,800
2008-02-18 18:30:00,813
2008-02-18 20:30:00,800
2008-02-18 22:30:00,796
2008-02-19 00:30:00,790
2008-02-19 02:30:00,787
2008-02-19 04:30:00,777
2008-02-19 06:30:00,776
2008-02-19 08:30:00,800
2008-02-19 10:30:00,806
2008-02-19 12:30:00,813
2008-02-19 14:30:00,815
2008-02-19 16:30:00,801
2008-02-19 18:30:00,798
2008-02-19 20:30:00,806
2008-02-19 22:30:00,807
2008-02-20 00:30:00,800
2008-02-20 02:30:00,788
2008-02-20 04:30:00,787
2008-02-20 06:30:00,798
2008-02-20 08:30:00,811
2008-02-20 10:30:00,821
2008-02-20 12:30:00,825
2008-02-20 14:30:00,812
2008-02-20 16:30:00,815
2008-02-20 18:30:00,812
2008-02-20 20:30:00,820
2008-02-20 22:30:00,806
2008-02-21 00:30:00,797
2008-02-21 02:30:00,792
2008-02-21 04:30:00,791
2008-02-21 06:30:00,790
2008-02-21 08:30:00,800
2008-02-21 10:30:00,812
2008-02-21 12:30:00,809
2008-02-21 14:30:00,804
2008-02-21 16:30:00,787
2008-02-21 18:30:00,783
2008-02-21 20:30:00,788
2008-02-21 22:30:00,794
2008-02-22 00:30:00,792
2008-02-22 02:30:00,790
2008-02-22 04:30:00,787
2008-02-22 06:30:00,789
2008-02-22 08:30:00,790
2008-02-22 10:30:00,802
2008-02-22 12:30:00,802
2008-02-22 14:30:00,807
2008-02-22 16:30:00,802
2008-02-22 18:30:00,801
2008-02-22 20:30:00,798
2008-02-22 22:30:00,803
2008-02-23 00:30:00,792
2008-02-23 02:30:00,779
2008-02-23 04:30:00,780
2008-02-23 06:30:00,770
2008-02-23 08:30:00,769
2008-02-23 10:30:00,785
2008-02-23 12:30:00,799
2008-02-23 14:30:00,799
2008-02-23 16:30:00,804
2008-02-23 18:30:00,814
2008-02-23 20:30:00,819
2008-02-23 22:30:00,828
2008-02-24 00:30:00,821
2008-02-24 02:30:00,809
2008-02-24 04:30:00,811
2008-02-24 06:30:00,811
2008-02-24 08:30:00,805
2008-02-24 10:30:00,803
2008-02-24 12:30:00,826
2008-02-24 14:30:00,817
2008-02-24 16:30:00,826
2008-02-24 18:30:00,826
2008-02-24 20:30:00,824
2008-02-24 22:30:00,815
2008-02-25 00:30:00,827
2008-02-25 02:30:00,825
2008-02-25 04:30:00,826
2008-02-25 06:30:00,818
2008-02-25 08:30:00,815
2008-02-25 10:30:00,815
2008-02-25 12:30:00,829
2008-02-25 14:30:00,826
2008-02-25 16:30:00,820
2008-02-25 18:30:00,836
2008-02-25 20:30:00,835
2008-02-25 22:30:00,837
2008-02-26 00:30:00,844
2008-02-26 02:30:00,839
2008-02-26 04:30:00,824
2008-02-26 06:30:00,825
2008-02-26 08:30:00,816
2008-02-26 10:30:00,819
2008-02-26 12:30:00,824
2008-02-26 14:30:00,823
2008-02-26 16:30:00,830
2008-02-26 18:30:00,838
2008-02-26 20:30:00,828
2008-02-26 22:30:00,820
2008-02-27 00:30:00,830
2008-02-27 02:30:00,827
2008-02-27 04:30:00,815
2008-02-27 06:30:00,817
2008-02-27 08:30:00,803
2008-02-27 10:30:00,806
2008-02-27 12:30:00,814
2008-02-27 14:30:00,814
2008-02-27 16:30:00,809
2008-02-27 18:30:00,813
2008-02-27 20:30:00,805
2008-02-27 22:30:00,803
2008-02-28 00:30:00,809
2008-02-28 02:30:00,805
2008-02-28 04:30:00,805
2008-02-28 06:30:00,820
2008-02-28 08:30:00,820
2008-02-28 10:30:00,814
2008-02-28 12:30:00,811
2008-02-28 14:30:00,805
2008-02-28 16:30:00,798
2008-02-28 18:30:00,799
2008-02-28 20:30:00,812
2008-02-28 22:30:00,800
2008-02-29 00:30:00,789
2008-02-29 02:30:00,789
2008-02-29 04:30:00,797
2008-02-29 06:30:00,801
2008-02-29 08:30:00,816
2008-02-29 10:30:00,815
2008-02-29 12:30:00,819
2008-02-29 14:30:00,816
2008-02-29 16:30:00,813
2008-02-29 18:30:00,818
2008-02-29 20:30:00,809
2008-02-29 22:30:00,802
2008-03-01 00:30:00,807
2008-03-01 02:30:00,815
2008-03-01 04:30:00,818
2008-03-01 06:30:00,818
2008-03-01 08:30:00,826
2008-03-01 10:30:00,822
2008-03-01 12:30:00,808
2008-03-01 14:30:00,815
2008-03-01 16:30:00,813
2008-03-01 18:30:00,801
2008-03-01 20:30:00,811
2008-03-01 22:30:00,811
2008-03-02 00:30:00,792
2008-03-02 02:30:00,793
2008-03-02 04:30:00,814
2008-03-02 06:30:00,819
2008-03-02 08:30:00,832
2008-03-02 10:30:00,836
2008-03-02 12:30:00,830
2008-03-02 14:30:00,838
2008-03-02 16:30:00,821
2008-03-02 18:30:00,816
2008-03-02 20:30:00,819
2008-03-02 22:30:00,820
2008-03-03 00:30:00,813
2008-03-03 02:30:00,806
2008-03-03 04:30:00,799
2008-03-03 06:30:00,815
2008-03-03 08:30:00,821
2008-03-03 10:30:00,820
2008-03-03 12:30:00,823
2008-03-03 14:30:00,843
2008-03-03 16:30:00,853
2008-03-03 18:30:00,860
2008-03-03 20:30:00,854
2008-03-03 22:30:00,833
2008-03-04 00:30:00,828
2008-03-04 02:30:00,816
2008-03-04 04:30:00,826
2008-03-04 06:30:00,835
2008-03-04 08:30:00,842
2008-03-04 10:30:00,860
2008-03-04 12:30:00,855
2008-03-04 14:30:00,864
2008-03-04 16:30:00,856
2008-03-04 18:30:00,852
2008-03-04 20:30:00,848
2008-03-04 22:30:00,836
2008-03-05 00:30:00,831
2008-03-05 02:30:00,817
2008-03-05 04:30:00,811
2008-03-05 06:30:00,819
2008-03-05 08:30:00,832
2008-03-05 10:30:00,833
2008-03-05 12:30:00,826
2008-03-05 14:30:00,835
2008-03-05 16:30:00,845
2008-03-05 18:30:00,837
2008-03-05 20:30:00,830
2008-03-05 22:30:00,824
2008-03-06 00:30:00,817
2008-03-06 02:30:00,807
2008-03-06 04:30:00,804
2008-03-06 06:30:00,796
2008-03-06 08:30:00,820
2008-03-06 10:30:00,835
2008-03-06 12:30:00,833
2008-03-06 14:30:00,831
2008-03-06 16:30:00,831
2008-03-06 18:30:00,824
2008-03-06 20:30:00,825
2008-03-06 22:30:00,818
2008-03-07 00:30:00,820
2008-03-07 02:30:00,812
2008-03-07 04:30:00,812
2008-03-07 06:30:00,815
2008-03-07 08:30:00,825
2008-03-07 10:30:00,831
2008-03-07 12:30:00,823
2008-03-07 14:30:00,827
2008-03-07 16:30:00,817
2008-03-07 18:30:00,810
2008-03-07 20:30:00,805
2008-03-07 22:30:00,796
2008-03-08 00:30:00,804
2008-03-08 02:30:00,803
2008-03-08 04:30:00,797
2008-03-08 06:30:00,792
2008-03-08 08:30:00,793
2008-03-08 10:30:00,793
2008-03-08 12:30:00,795
2008-03-08 14:30:00,799
2008-03-08 16:30:00,794
2008-03-08 18:30:00,800
2008-03-08 20:30:00,794
2008-03-08 22:30:00,802
2008-03-09 00:30:00,801
2008-03-09 02:30:00,792
2008-03-09 04:30:00,789
2008-03-09 06:30:00,800
2008-03-09 08:30:00,794
2008-03-09 10:30:00,790
2008-03-09 12:30:00,794
2008-03-09 14:30:00,788
2008-03-09 16:30:00,782
2008-03-09 18:30:00,787
2008-03-09 20:30:00,789
2008-03-09 22:30:00,790
2008-03-10 00:30:00,798
2008-03-10 02:30:00,795
2008-03-10 04:30:00,786
2008-03-10 06:30:00,785
2008-03-10 08:30:00,783
2008-03-10 10:30:00,784
2008-03-10 12:30:00,795
2008-03-10 14:30:00,789
2008-03-10 16:30:00,780
2008-03-10 18:30:00,779
2008-03-10 20:30:00,775
2008-03-10 22:30:00,781
2008-03-11 00:30:00,781
2008-03-11 02:30:00,776
2008-03-11 04:30:00,772
2008-03-11 06:30:00,768
2008-03-11 08:30:00,768
2008-03-11 10:30:00,774
2008-03-11 12:30:00,787
2008-03-11 14:30:00,789
2008-03-11 16:30:00,790
2008-03-11 18:30:00,790
2008-03-11 20:30:00,797
2008-03-11 22:30:00,795
2008-03-12 00:30:00,807
2008-03-12 02:30:00,805
2008-03-12 04:30:00,835
2008-03-12 06:30:00,828
2008-03-12 08:30:00,828
2008-03-12 10:30:00,837
2008-03-12 12:30:00,849
2008-03-12 14:30:00,847
2008-03-12 16:30:00,854
2008-03-12 18:30:00,844
2008-03-12 20:30:00,831
2008-03-12 22:30:00,831
2008-03-13 00:30:00,831
2008-03-13 02:30:00,843
2008-03-13 04:30:00,849
2008-03-13 06:30:00,837
2008-03-13 08:30:00,823
2008-03-13 10:30:00,823
2008-03-13 12:30:00,829
2008-03-13 14:30:00,837
2008-03-13 16:30:00,833
2008-03-13 18:30:00,832
2008-03-13 20:30:00,834
2008-03-13 22:30:00,828
2008-03-14 00:30:00,825
2008-03-14 02:30:00,836
2008-03-14 04:30:00,836
2008-03-14 06:30:00,829
2008-03-14 08:30:00,824
2008-03-14 10:30:00,825
2008-03-14 12:30:00,833
2008-03-14 14:30:00,842
2008-03-14 16:30:00,832
2008-03-14 18:30:00,827
2008-03-14 20:30:00,826
2008-03-14 22:30:00,823
2008-03-15 00:30:00,817
2008-03-15 02:30:00,836
2008-03-15 04:30:00,842
2008-03-15 06:30:00,838
2008-03-15 08:30:00,843
2008-03-15 10:30:00,836
2008-03-15 12:30:00,835
2008-03-15 14:30:00,833
2008-03-15 16:30:00,820
2008-03-15 18:30:00,832
2008-03-15 20:30:00,827
2008-03-15 22:30:00,821
2008-03-16 00:30:00,826
2008-03-16 02:30:00,818
2008-03-16 04:30:00,833
2008-03-16 06:30:00,830
2008-03-16 08:30:00,842
2008-03-16 10:30:00,849
2008-03-16 12:30:00,850
2008-03-16 14:30:00,842
2008-03-16 16:30:00,829
2008-03-16 18:30:00,828
2008-03-16 20:30:00,838
2008-03-16 22:30:00,842
2008-03-17 00:30:00,827
2008-03-17 02:30:00,828
2008-03-17 04:30:00,832
2008-03-17 06:30:00,845
2008-03-17 08:30:00,851
2008-03-17 10:30:00,847
2008-03-17 12:30:00,846
2008-03-17 14:30:00,853
2008-03-17 16:30:00,853
2008-03-17 18:30:00,854
2008-03-17 20:30:00,843
2008-03-17 22:30:00,838
2008-03-18 00:30:00,838
2008-03-18 02:30:00,821
2008-03-18 04:30:00,826
2008-03-18 06:30:00,838
2008-03-18 08:30:00,855
2008-03-18 10:30:00,849
2008-03-18 12:30:00,858
2008-03-18 14:30:00,858
